index,station_id,latitude,longitude,r,g,b,in_bounds
0,66db4417-0aca-11e7-82f6-3863bb44ef7c,40.70122128,-74.01234218,0,0,0,False
1,66dc0f1b-0aca-11e7-82f6-3863bb44ef7c,40.701907,-74.013942,0,0,0,False
2,c00ef46d-fcde-48e2-afbd-0fb595fe3fa7,40.70188858913366,-74.01089876890182,0,0,0,False
3,1954806962718223342,40.703144,-74.013178,0,0,0,False
4,66dc90d5-0aca-11e7-82f6-3863bb44ef7c,40.70569254,-74.01677685,0,0,0,False
5,66db6da2-0aca-11e7-82f6-3863bb44ef7c,40.70463334,-74.01361706,0,0,0,False
6,66db447a-0aca-11e7-82f6-3863bb44ef7c,40.70365182,-74.01167797,0,0,0,False
7,ff2869f0-4381-4cf3-863e-a0d776ec53b4,40.70336686695866,-74.007867872715,0,0,0,False
8,66db75cc-0aca-11e7-82f6-3863bb44ef7c,40.70355377,-74.00670227,0,0,0,False
9,66dbf667-0aca-11e7-82f6-3863bb44ef7c,40.7047177,-74.00926027,0,0,0,False
10,8ec47777-852d-4059-a5ea-12eef71a9606,40.70469667894968,-74.00803416967392,0,0,0,False
11,7dda8844-60ba-4449-b05c-54c1d14ab5fb,40.705945132708806,-74.01321887969969,0,0,0,False
12,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,40.70834698,-74.01713445,0,0,0,False
13,1794096824496960148,40.709957,-74.016538,0,0,0,False
14,6067af3d-f7ed-4149-a394-2fc2eb295872,40.70806582380646,-74.0135595202446,0,0,0,False
15,66dbca0f-0aca-11e7-82f6-3863bb44ef7c,40.70717936,-74.00887308,0,0,0,False
16,2039088532741595744,40.70531,-74.00613,0,0,0,False
17,89d4a926-f1ae-4bf2-bf2d-59cff3881579,40.706410755236135,-74.00559738278389,0,0,0,False
18,66db460d-0aca-11e7-82f6-3863bb44ef7c,40.70706456,-74.00731853,0,0,0,False
19,e72f0aec-2293-4636-988c-b9d30df092f8,40.70858894,-74.00935482,0,0,0,False
20,66db3583-0aca-11e7-82f6-3863bb44ef7c,40.70905623,-74.01043382,0,0,0,False
21,3e9e50cc-f336-439f-bd0b-dec5499c038d,40.709267,-74.013247,0,0,0,False
22,3b530cff-dd26-4cfd-b570-a85fd53354fe,40.711444,-74.014847,0,0,0,False
23,66db79a3-0aca-11e7-82f6-3863bb44ef7c,40.711066,-74.009447,0,0,0,False
24,66db7637-0aca-11e7-82f6-3863bb44ef7c,40.70960089363537,-74.00655090808868,0,0,0,False
25,e8df73bd-5d3d-47c9-b04d-bcec4db5540f,40.70838,-74.00495,0,0,0,False
26,014a931b-8e1c-438a-8a22-f267ddd1e0d2,40.7075188830923,-74.00108054280281,0,0,0,False
27,6f484a9d-c535-451e-a18f-f3afdc0a27af,40.71069995,-74.00354147,0,0,0,False
28,66db3898-0aca-11e7-82f6-3863bb44ef7c,40.71146364,-74.00552427,0,0,0,False
29,06439006-11b6-44f0-8545-c9d39035f32a,40.71221958009051,-74.01047229766846,0,0,0,False
30,1989279523593928720,40.71254669463547,-74.01113051087516,0,0,0,False
31,66db8d89-0aca-11e7-82f6-3863bb44ef7c,40.7153379,-74.01658354,0,0,0,False
32,1286480d-5d6d-4a47-9fac-e156dba2b6fc,40.71503,-74.01246,0,0,0,False
33,66dea894-0aca-11e7-82f6-3863bb44ef7c,40.714851505262516,-74.01122331619263,0,0,0,False
34,66dbf73d-0aca-11e7-82f6-3863bb44ef7c,40.71291224,-74.01020234,0,0,0,False
35,18fcd2c1-dc8b-4a52-9f18-e9b9003bbea5,40.71334184275907,-74.00935515761375,0,0,0,False
36,66db3053-0aca-11e7-82f6-3863bb44ef7c,40.71473993,-74.00910627,0,0,0,False
37,66dbe8d6-0aca-11e7-82f6-3863bb44ef7c,40.71273266,-74.0046073,0,0,0,False
38,66db277a-0aca-11e7-82f6-3863bb44ef7c,40.71117416,-74.00016545,0,0,0,False
39,66dc9143-0aca-11e7-82f6-3863bb44ef7c,40.71117444,-73.99682619,0,0,0,False
40,66dbf362-0aca-11e7-82f6-3863bb44ef7c,40.71076228,-73.99400398,0,0,0,False
41,d55dd622-0ced-4e4d-9ea5-2ef2cb6481a9,40.70991806921533,-73.99161100387573,0,0,0,False
42,66db930d-0aca-11e7-82f6-3863bb44ef7c,40.71173107,-73.99193043,0,0,0,False
43,99142ec8-c0e7-47ca-916c-c1097d48e133,40.71310702305908,-73.99446353316307,0,0,0,False
44,1960020540642077008,40.71419,-73.99673,0,0,0,False
45,66db7152-0aca-11e7-82f6-3863bb44ef7c,40.71307916,-73.99851193,0,0,0,False
46,66dbc745-0aca-11e7-82f6-3863bb44ef7c,40.71602118,-73.99974372,0,0,0,True
47,66dbe848-0aca-11e7-82f6-3863bb44ef7c,40.71494807,-74.00234482,0,0,0,False
48,66db90f1-0aca-11e7-82f6-3863bb44ef7c,40.71450451,-74.00562789,0,0,0,False
49,66db2e3a-0aca-11e7-82f6-3863bb44ef7c,40.71625008,-74.0091059,0,0,0,False
50,1b038e21-e199-4c47-bef0-f4bcdc06b73b,40.71703,-74.00925,0,0,0,False
51,66dc0e99-0aca-11e7-82f6-3863bb44ef7c,40.71754834,-74.01322069,0,0,0,False
52,a6492ad5-d13e-48b0-a0d5-08e60ad93e53,40.71759894980997,-74.01587963104248,0,0,0,False
53,66db408f-0aca-11e7-82f6-3863bb44ef7c,40.71870987,-74.0090009,0,0,0,False
54,c1e24edf-7192-433f-8d38-be5b6b3647c5,40.72019521437465,-74.0103006362915,0,0,0,False
55,fa14408f-6e88-4668-86ee-ce10ea707f36,40.719887998,-74.0086269379,0,0,0,False
56,66db269c-0aca-11e7-82f6-3863bb44ef7c,40.71911552,-74.00666661,0,0,0,True
57,66db7a0d-0aca-11e7-82f6-3863bb44ef7c,40.717571,-74.005549,0,0,0,True
58,c2800791-1911-4f2b-8fc7-bed280c557c0,40.71688538495366,-74.00650128722191,0,0,0,True
59,32cc1603-a4b5-4099-b7bf-681de451b04a,40.717411,-73.999573,0,0,0,True
60,66dbf518-0aca-11e7-82f6-3863bb44ef7c,40.7158155,-73.99422366,0,0,0,True
61,66db6889-0aca-11e7-82f6-3863bb44ef7c,40.71406667,-73.99293911,0,0,0,False
62,1e3a16ff-65ba-4d34-b3c6-37aff44e085a,40.71332151208186,-73.99009689688683,0,0,0,False
63,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,40.71427487,-73.98990025,0,0,0,False
64,66db9cc4-0aca-11e7-82f6-3863bb44ef7c,40.71269042,-73.98776323,0,0,0,False
65,f833d403-2cf5-424a-a3b3-0314a44b4a67,40.711471394469264,-73.98672603070736,0,0,0,False
66,66db64d1-0aca-11e7-82f6-3863bb44ef7c,40.713126,-73.984844,0,0,0,False
67,66db93a1-0aca-11e7-82f6-3863bb44ef7c,40.71219906,-73.97948148,0,0,0,False
68,66dc76cd-0aca-11e7-82f6-3863bb44ef7c,40.714211,-73.981095,0,0,0,False
69,8cb0375d-bcb2-4c90-9773-41c3c8fdf8d8,40.715118719964956,-73.98417055606842,0,0,0,True
70,2098714441479661752,40.71573792143338,-73.98698994965027,0,0,0,True
71,66db728c-0aca-11e7-82f6-3863bb44ef7c,40.7172274,-73.98802084,1,18,34,True
72,1960020817312746312,40.71606,-73.99191,3,0,0,True
73,063e7e78-b810-4a2f-8045-a82a0d69d752,40.717318403855785,-73.99067759513855,1,174,240,True
74,9e3603ee-2b7d-4147-a7b5-48bbd778902c,40.71779817737835,-73.99316132068634,0,0,16,True
75,66dc86d9-0aca-11e7-82f6-3863bb44ef7c,40.71893904,-73.99266288,1,174,240,True
76,8ea09819-cd88-4732-b047-c0549f0b370f,40.719383,-73.991479,1,174,240,True
77,66dbf062-0aca-11e7-82f6-3863bb44ef7c,40.72019576,-73.98997825,1,18,34,True
78,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,40.72110063,-73.9919254,1,174,240,True
79,66db72f1-0aca-11e7-82f6-3863bb44ef7c,40.722055,-73.989111,4,16,38,True
80,66db4671-0aca-11e7-82f6-3863bb44ef7c,40.72229346,-73.99147535,1,175,238,True
81,66de85d2-0aca-11e7-82f6-3863bb44ef7c,40.718822,-73.99596,0,0,0,True
82,9e5fd5b6-c5f2-4694-9406-a44b7d0146d9,40.72054,-73.9949,1,174,240,True
83,66db4158-0aca-11e7-82f6-3863bb44ef7c,40.72317958,-73.99480012,0,178,230,True
84,66db479e-0aca-11e7-82f6-3863bb44ef7c,40.71910537,-73.99973337,0,0,0,True
85,f54ad1f8-fe58-49ac-82ae-b742aec66829,40.72028,-73.99879,0,0,0,True
86,66db2fd0-0aca-11e7-82f6-3863bb44ef7c,40.722103786686034,-73.99724900722504,0,0,5,True
87,66db4351-0aca-11e7-82f6-3863bb44ef7c,40.71939226,-74.00247214,0,0,0,True
88,66dc91b5-0aca-11e7-82f6-3863bb44ef7c,40.72170005235607,-74.00238141417502,0,0,0,True
89,66db6d40-0aca-11e7-82f6-3863bb44ef7c,40.72362738,-73.99949601,0,0,0,True
90,53e30d38-a110-42b4-a8f9-ca801a847ac7,40.72511734422387,-73.99930492043495,255,207,1,True
91,7d5fa1f0-4069-4d5d-b735-5d500597394a,40.72323,-74.00314,0,0,0,True
92,19d17911-1e4a-41fa-b62b-719aa0a6182e,40.7197920901383,-74.0052238852195,0,0,0,True
93,66db402c-0aca-11e7-82f6-3863bb44ef7c,40.72185379,-74.00771779,0,0,0,False
94,66de867e-0aca-11e7-82f6-3863bb44ef7c,40.721319,-74.010065,0,0,0,False
95,9b0c2c99-214f-4e15-b476-1626c03a9e4e,40.72231,-74.0106,0,0,0,False
96,66db8fde-0aca-11e7-82f6-3863bb44ef7c,40.72405549,-74.00965965,0,0,0,False
98,33c533cd-5f0e-4c15-a00a-6a2bf1e2d077,40.72583996792375,-74.0076532959938,0,0,0,False
99,90c35466-db3c-4b0d-993e-6e92883773b4,40.72431,-74.00473,0,0,0,True
100,bde94a25-6089-4490-af3a-8cc5702230b8,40.72494672359416,-74.00165855884552,0,0,0,True
101,66ddbdb1-0aca-11e7-82f6-3863bb44ef7c,40.7277140777778,-74.01129573583603,0,0,0,False
102,66dbbeda-0aca-11e7-82f6-3863bb44ef7c,40.728846,-74.008591,0,0,0,False
103,61647ec6-dfd6-4d1c-8800-d488d390c627,40.72789701409023,-74.00536268949507,0,0,0,True
104,66db2afe-0aca-11e7-82f6-3863bb44ef7c,40.72710258,-74.00297088,0,0,0,True
105,af72781c-fe0b-4b73-a7df-201f9780ea9c,40.726378,-74.000472,251,208,4,True
106,66db40ef-0aca-11e7-82f6-3863bb44ef7c,40.72456089,-73.99565293,255,255,255,True
107,9394fb49-583f-4426-8d2f-a2b0ffb584d2,40.720747,-73.986274,1,18,34,True
108,66dbc7d2-0aca-11e7-82f6-3863bb44ef7c,40.71622644,-73.98261206,0,0,0,True
109,66dba0ba-0aca-11e7-82f6-3863bb44ef7c,40.71739973,-73.98016555,0,0,0,True
110,66db9e99-0aca-11e7-82f6-3863bb44ef7c,40.71782143,-73.97628939,0,0,0,False
111,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,40.71850211,-73.98329859,0,0,0,True
112,66dbefee-0aca-11e7-82f6-3863bb44ef7c,40.71926081,-73.98178024,0,0,0,True
113,66dbf442-0aca-11e7-82f6-3863bb44ef7c,40.72066442,-73.98517977,0,18,38,True
115,66db2f4c-0aca-11e7-82f6-3863bb44ef7c,40.7208736,-73.98085795,0,0,0,True
116,66db6aae-0aca-11e7-82f6-3863bb44ef7c,40.72217444,-73.98368779,0,0,2,True
117,93e2e1a5-49c5-41f8-a6bf-b399b6a5140d,40.72307749068673,-73.98583620786667,1,18,34,True
118,7b0227aa-bbf5-4731-a49a-765b4afac483,40.72335597960796,-73.98864984512329,0,141,1,True
119,66dbf140-0aca-11e7-82f6-3863bb44ef7c,40.72502876,-73.99069656,0,141,1,True
120,4168e5a4-c7ec-4045-bfc8-84ac5edbe845,40.72486122254819,-73.99213135242462,0,141,1,True
121,412c1416-d15b-4e6a-9691-da4c3cc0d0d2,40.72615604980408,-73.99510189890862,255,255,255,True
122,66ddd369-0aca-11e7-82f6-3863bb44ef7c,40.72706363348306,-73.99662137031554,255,207,1,True
123,b6a4770e-9077-4a0e-a0fb-b45b1d457559,40.72840059450829,-73.99968780577183,255,207,1,True
124,66dbce8a-0aca-11e7-82f6-3863bb44ef7c,40.73038599,-74.00214988,0,141,1,True
125,549b5bc4-b949-4eeb-8ffb-2215e1e49892,40.73115,-74.00887,0,0,0,False
126,4e862dc1-0652-4f29-a26f-315d763df67d,40.73191132323174,-74.008769094944,0,0,0,False
128,66dbc8f5-0aca-11e7-82f6-3863bb44ef7c,40.73291553,-74.00711384,0,0,0,False
129,66db2a71-0aca-11e7-82f6-3863bb44ef7c,40.73172428,-74.00674436,0,0,0,True
130,c466f15e-715f-411e-904e-1a71fb574cdd,40.73213896287381,-74.00363802909851,0,0,0,True
131,66db9845-0aca-11e7-82f6-3863bb44ef7c,40.73047747,-73.99906065,255,207,1,True
132,66db3273-0aca-11e7-82f6-3863bb44ef7c,40.72917025,-73.99810231,255,207,1,True
133,1934749166596673908,40.72980619180496,-73.99546380915461,254,254,255,True
134,66db9675-0aca-11e7-82f6-3863bb44ef7c,40.72903917,-73.99404649,255,207,1,True
135,66db3a1e-0aca-11e7-82f6-3863bb44ef7c,40.72743423,-73.99379025,255,207,1,True
136,d8778570-f7f2-458d-82f5-9ad39210a501,40.72769,-73.990993,206,192,15,True
137,66dc176f-0aca-11e7-82f6-3863bb44ef7c,40.7262807,-73.98978041,0,141,1,True
138,66dc0f8a-0aca-11e7-82f6-3863bb44ef7c,40.72467721,-73.98783413,0,141,1,True
139,0096fecb-3a56-4585-9204-aa9554f7bc49,40.72479007746337,-73.98430064320564,237,26,35,True
140,edc9b877-c311-46b4-a780-59ee7e692324,40.723346832180155,-73.98265913128853,0,0,0,True
141,66dbec40-0aca-11e7-82f6-3863bb44ef7c,40.72299208,-73.97995466,0,0,0,True
142,66db6cd4-0aca-11e7-82f6-3863bb44ef7c,40.72082834,-73.97793172,0,0,0,True
143,66dbf4ac-0aca-11e7-82f6-3863bb44ef7c,40.72228087,-73.97668709,0,0,0,False
144,66db46d7-0aca-11e7-82f6-3863bb44ef7c,40.72368361,-73.97574813,0,0,0,False
145,eb6c2359-4825-4bf4-8f2d-8b6dd2bf4212,40.72412944090093,-73.97901266813278,0,0,0,True
146,66db76a1-0aca-11e7-82f6-3863bb44ef7c,40.72453734,-73.98185424,0,0,0,True
147,645e4365-653f-48ce-bc15-5fcc287be56f,40.7251285241158,-73.98131668567657,0,0,0,True
148,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,40.72621788,-73.98379855,0,0,0,True
149,c37931bb-8571-4671-a9a8-f3cf23897680,40.72633085971696,-73.98616880178452,255,207,1,True
150,3edec530-4791-4872-8912-2a2397a903a4,40.727378693232225,-73.98840844631195,255,207,1,True
151,66dc1702-0aca-11e7-82f6-3863bb44ef7c,40.72779126,-73.98564945,255,207,1,True
152,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,40.7284186,-73.98713956,255,207,1,True
153,66ddd545-0aca-11e7-82f6-3863bb44ef7c,40.72951496224949,-73.99075269699097,238,23,2,True
154,66db65aa-0aca-11e7-82f6-3863bb44ef7c,40.73020660529954,-73.99102628231049,238,23,2,True
155,66ddb6d9-0aca-11e7-82f6-3863bb44ef7c,40.73143724085228,-73.99490341544151,255,255,255,True
156,a82599ce-99ca-4670-8053-baada198034a,40.73275887045087,-73.99581670761108,255,255,255,True
157,66db41bf-0aca-11e7-82f6-3863bb44ef7c,40.73226398,-73.99852205,255,255,255,True
158,66dbcf18-0aca-11e7-82f6-3863bb44ef7c,40.73224119,-74.00026394,0,141,1,True
159,66dbe571-0aca-11e7-82f6-3863bb44ef7c,40.73401143,-74.00293877,0,0,0,True
160,66db3fc9-0aca-11e7-82f6-3863bb44ef7c,40.73535398,-74.00483091,0,0,0,True
161,7e70b65e-00c1-40d5-984d-17232a4ee05e,40.73498,-74.00697,0,0,0,True
162,66db3cab-0aca-11e7-82f6-3863bb44ef7c,40.7361967,-74.00859207,0,0,0,False
163,66dbf215-0aca-11e7-82f6-3863bb44ef7c,40.739323,-74.008119,0,0,0,False
164,29ced315-14b5-4edc-bef2-665316dfe3dd,40.73752993301071,-74.00558933615685,0,0,0,True
165,66dbbc4a-0aca-11e7-82f6-3863bb44ef7c,40.73652889,-74.00618026,0,0,0,True
166,00d3e65e-b614-4408-aaa9-939ed96ce645,40.735918,-74.000939,1,174,240,True
167,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,40.735238,-74.000271,1,174,240,True
168,66db4282-0aca-11e7-82f6-3863bb44ef7c,40.73532427,-73.99800419,1,174,240,True
169,66db5f40-0aca-11e7-82f6-3863bb44ef7c,40.73331967,-73.99510132,255,255,255,True
170,0f45bcf6-7028-4584-a51e-4129847dbebc,40.732647,-73.99011,253,193,6,True
171,66dc481a-0aca-11e7-82f6-3863bb44ef7c,40.73223272,-73.98889957,255,207,1,True
172,a4368364-fa79-493c-8478-1d3471a6077f,40.73127,-73.98849,255,207,1,True
173,348c5e65-cbc3-4da6-9856-fc253a0ba546,40.73153937464073,-73.9853024482727,0,0,0,True
174,aa8fc8b7-b66c-41d9-9885-30b8af599378,40.72970805644994,-73.9865979552269,255,207,1,True
175,66db8ca4-0aca-11e7-82f6-3863bb44ef7c,40.72953837,-73.98426726,0,0,0,True
176,d9160982-2d9b-4f08-9469-a559a7b62809,40.72966729392978,-73.98067966103554,0,0,0,True
177,ca4795a2-6ab3-4597-bf59-f0155ac1637c,40.72854745023944,-73.98175925016403,0,0,0,True
178,66dc1beb-0aca-11e7-82f6-3863bb44ef7c,40.72740794,-73.98142006,0,0,0,True
179,99d149f9-ad40-461e-beea-fcbf086f9b5a,40.72746420692392,-73.97950418293476,0,0,0,True
180,3ac7b47b-2253-4a0b-bf7d-8a2eb6b78a38,40.727243,-73.976831,0,0,0,False
181,66dbecd0-0aca-11e7-82f6-3863bb44ef7c,40.72521311,-73.97768752,0,0,0,True
182,a0eec052-257a-4c79-8171-6e2ad9864ad0,40.72506551015475,-73.97515833377838,0,0,0,False
183,66db9c2e-0aca-11e7-82f6-3863bb44ef7c,40.72580614,-73.97422494,0,0,0,False
184,66dc7ba2-0aca-11e7-82f6-3863bb44ef7c,40.72938685,-73.97772429,0,0,0,True
185,0dc63044-e19c-474d-9df1-c3e504d03b07,40.72984830346529,-73.97455215454102,0,0,0,False
186,c7ffe3fa-9cd6-4d35-9060-7d5822381442,40.733208626522426,-73.9756813647,0,0,0,False
187,2053884382031338034,40.736,-73.97605,0,0,0,False
188,cc7b86cf-a2fb-4738-b967-de7b197dc930,40.73031071000895,-73.98047178983688,0,0,0,True
189,e2fc6d90-8deb-4e21-961d-9d5208c1f986,40.73139303364151,-73.98286700248718,0,0,0,True
190,66dc7802-0aca-11e7-82f6-3863bb44ef7c,40.73221853,-73.98165557,0,0,0,True
191,66dc8f1f-0aca-11e7-82f6-3863bb44ef7c,40.733812191966315,-73.98054420948029,0,0,0,True
192,66dc8c90-0aca-11e7-82f6-3863bb44ef7c,40.736502,-73.97809472,0,0,0,True
193,66db34fc-0aca-11e7-82f6-3863bb44ef7c,40.7381765,-73.97738662,0,0,0,True
194,66dc9223-0aca-11e7-82f6-3863bb44ef7c,40.739445,-73.976806,0,0,0,False
195,66dc89ae-0aca-11e7-82f6-3863bb44ef7c,40.74144387,-73.97536082,0,0,0,False
196,61c82689-3f4c-495d-8f44-e71de8f04088,40.74322681432173,-73.97449783980846,0,0,0,False
197,1893622839585237496,40.74299,-73.97711,0,0,0,True
198,cdb6e2aa-4da3-4ed7-9b13-ce626addf6b0,40.741723510974715,-73.97809267044067,0,0,0,True
199,66dc7957-0aca-11e7-82f6-3863bb44ef7c,40.73912601,-73.97973776,0,0,0,True
200,6ff2eec8-2b72-490a-b1c3-f9892ab3a724,40.73716919369882,-73.98122549057007,0,0,0,True
201,66dc259a-0aca-11e7-82f6-3863bb44ef7c,40.73587678,-73.98205027,0,0,0,True
202,55f6b830-e43e-4227-bfc7-683465236d94,40.73431166276575,-73.98372530937195,0,0,0,True
203,66db6963-0aca-11e7-82f6-3863bb44ef7c,40.734232,-73.986923,0,0,0,True
204,647a2a80-9630-41b0-9b91-1f464b0bf3cc,40.735367055605394,-73.98797392845154,0,0,0,True
205,66db8c10-0aca-11e7-82f6-3863bb44ef7c,40.73624527,-73.98473765,0,0,0,True
206,66dc7773-0aca-11e7-82f6-3863bb44ef7c,40.73827428,-73.98751968,0,0,0,True
207,876683ce-9bce-4fad-8d1c-6b331fa07b5c,40.73795,-73.98509,0,0,0,True
208,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,40.74025878,-73.98409214,0,0,0,True
209,66dc6a86-0aca-11e7-82f6-3863bb44ef7c,40.74096374,-73.98602213,0,0,0,True
210,7c7cb750-6613-48a4-bfae-9240968f1fad,40.74069317733043,-73.98160636425018,0,0,0,True
211,454b4a83-d0b1-42a2-8163-261e2a9d6ab9,40.741459,-73.983293,0,0,0,True
212,06109e92-4363-445a-9743-0457f6799530,40.742684734875695,-73.98671329021454,0,0,0,True
213,e6c2a46e-431a-4101-af84-870f660ff4cb,40.74275179648995,-73.9847157150507,0,0,0,True
214,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,40.74311555376486,-73.98215353488922,0,0,0,True
215,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,40.74394314,-73.97966069,0,0,0,True
216,66dc8d1d-0aca-11e7-82f6-3863bb44ef7c,40.74444921,-73.98303529,0,0,0,True
